600	Charles Keeping made illustrations for what book?
601	Which non-profit was headquartered in County Waterford?
602	In which FA Cup Final did Blackburn Rovers F.C. compete?
603	Who is the military leader who represents the country of Bangladesh?
604	What Type VII C/41 and Type VII ships was in both the vessel classes of German?
605	Which Super Bowl did the San Francisco 49ers compete in?
606	What  municipalities are in Cameron County, Pennsylvania?
607	Which river-class marine vessel was produced by Canadian Vickers?
608	Carlton Football Club competed in which VFL/AFL Grand Final?
609	Which natural wonder can be found within the Florida Keys National Marine Sanctuary?
610	Where did a Baltimore Orioles draftee attend school?
611	Who operates on vehicles manufactured by Charleston Naval Shipyard?
612	Lizzy Gardiner was the costume designer for what movie?
613	Ralph Betza invented what?
614	Which TV show was first broadcast on ABS-CBN?
615	Where did the Bishop of Lewes go to school?
616	What museums are located in Richmond, Indiana?
617	Which titles are used by current presidents of legislatures ?
618	Who served as the composer on a work directed by Cheran?
619	What is an example of a marine vehicle of Type VIIA class?
620	What company produced the movie that was written by Jon Spaihts?
621	What is the name of an individual or company whose work involves climate modeling?
622	What's the name of a municipality in the Michigan county of Manistee?
623	What are the existring aircraft carriers ?
624	Where did the Bishops of Stockport go to school?
625	What entities does Amtrak maintain?
626	What college does the bishop of Middleton study at?
627	Where were Bernie Sanders 2020 presidential campaign employees educated?
628	Whose life was claimed by erotic asphyxiation?
629	What are the dams with a fill structure larger than 27.4 millions of metric cubes ?
630	Which Olympic venue hosted both short track speed skating and figure skating?
631	What are the promotion names of women wrestling promotions ?
632	Who was coach of Sutton United F.C.?
633	Lizzy Gardiner was the costume designer for what film?
634	Which program from a not-for-profit educational institution competes in the Horizon league?
635	Who was the director of a movie that was written by Michael Cristofer?
636	Who directed the film screenwritten by Carl Gottlieb?
637	Who directed a movie that Douglas Fairbanks produced?
638	Which team has a goalkeeper that scored a goal ?
639	In which FA Cup Final did Bolton Wanderes F.C. compete?
640	What film was directed by Srinu Vaitla with music composed by Devi Sri Prasad?
641	Which TV show did Dennis Spooner write for?
642	What band did Fred Frith play for?
643	Which motion picture featuring the music of Pritam Chakraborty had direction by Kabir Khan?
644	Who was victorious in an Argentine Grand Prix?
645	Bathurst Inlet has what landform located nearby?
646	What individual was involved in the wedding of Prince Harry and Meghan Markle?
647	Philip Kaufman was responsible for both writing and directing of which movie?
648	Agostino Steffani composed which musics?
649	What bills or laws did the United Nations General Assembly pass?
650	Who is a member of Offenbach?
651	Who was in the band Sentenced?
652	What buildings are owned and maintained by Din l-Art Ħelwa?
653	Which FA Cup Final was won by Chelsea F.C.?
654	Matt Lieberman was the screenwriter for a film with what distributors?
655	What are the songs that Fred Fisher compose?
656	Who directed a TV show whose script was written by Evan Reilly?
657	What feature was produced and written by Michael Moore?
658	Which Argentine volcano is classified as a Complex Volcano?
659	Sajid Nadiadwala was producer for what work?
660	What are Chillicothe, Ohio, radio station call signs?
661	Who was the top participant of an Austrian Grand Prix?
662	Which competition featured both PFC CSKA - Sofia and PFC Levski Sofia as participants?
663	The Bishops of Crediton went to which places of education?
664	Who was responsible for the script of a movie produced by Christopher Nolan?
665	What is a place in Western Australia with a reduplicated name?
666	Which competition did René Arnoux win?
667	Who wrote the film that was directed by Cyndi Tang?
668	What Calgary Stampeders coaches have won the Grey Cup?
669	Who composed the music for a movie that was produced by Vishal?
670	Katoomba is the place where what news media are published?
671	Who was the composer for a movie directed by A. Karunakaran?
672	Karan Johar produced what Dharma Productions series?
673	For which movie was Stanley Kubrick credited with both production and direction?
674	What work was directed by K. S. Ravikumar and featured music composed by A. R. Rahman?
675	Which objects were designed by John Browning?
676	What did Paul-Pierre Henry invent?
677	What show on TV had both Carlton Cuse and Damon Lindelof as screenwriters?
678	Esquimalt was home port for what famous ship?
679	What movie is issued by LD Entertainment?
680	What are the names of the tallest buildings in Zagreb, Croatia?
681	Where did the the pepole who are working for the New York Supreme Court get educated in?
682	The Haitian Revolution was lead by what person?
683	What are the major wire services agencies ?
684	Club Atlético River Plate participated in what competition?
685	Which character first apperaed in Samurai Shodown?
686	 In which football competition Tottenham Hotspur played against Liverpool?
687	P. Adinarayana Rao composed and produced which music, including music from films?
688	In which World Series did the New York Yankees emerge victorious?
689	Which club that plays in premier league stadiums is found in London?
690	What is a Monroe, Michigan-based municipality?
691	Official Films distributed what TV show?
692	For which movie did Gregory Nava serve dual roles as director and writer?
693	When did Kirk Ferentz serve as Iowa Hawkeyes coach?
694	Where did a member of the Aberystwyth Old Students' Association receive their education?
695	Who used the pseudonym Nicolas Bourbaki?
696	Who manufactured an object that Bertone designed?
697	At what institution did a Bishop of Derby receive their education?
698	What is the name of the people who graduated from Ypsilanti High School?
699	Who coached Morecambe F.C.?
