714	What are some novels set in Gloucestershire?
715	poetry books from 1929
716	Debut novels from 1976
717	Books from 1680
718	Bengali written Indian historical novels
719	Non-fiction books from 1844
720	Novels about families set in Boston and New England.
721	1959 debut Novels about disasters
722	1985 speculative fiction novels that are DAW books books
723	1993 fiction and non-fiction Scottish book
724	2010 Social science books and Dystopian novels.
725	1982 British novels about Africa
726	Books about totalitarianism are about the arts and creativity
727	Crime detective novels set during World War II
728	Dystopian Nonlinear narrative novels about science
729	Crime novels that are both American crime novels and 1932 novels
730	what are some debut 2010's travel books?
731	1963 science books set in Pennsylvania.
732	2008 British young adult Science books
733	American young adult Novels set on Mars.
734	Russian books from 1952 based on actual events
735	2001 sociology books about sexuality
736	1963 sci fi novels about north america
737	2nd-millennium books published by Donald M. Grant about werewolves
738	Autobiographical psychological books
739	Books about social psychology set in the Middle Ages that are Hachette Book Group books
740	2000's science fiction novels about race and ethnicity and the United States
741	2014 non-fiction Harvard University Press science books
742	1981 British science fiction books and novels
743	Scholastic Corporation books that are also Children's books and novels set on islands
744	Novels set in Russia and the Arctic about war and conflict
745	1984 Science fiction Space opera novel series
746	2001 American fiction books about Florida
747	1984 Fantasy novels about the United Kingdom
748	Postmodern novels set in Japan
749	Metafictional English language novels that are also 1953 fiction books.
750	2007 American sci-fi Novels set in fictional locations
751	Autobiographical novels based on actual events in New York (state)
752	Political and Sociology books about the United Kingdom
753	Portuguese-language Books about Europe set in the Middle Ages
754	1990s Satirical and Parody speculative fiction novels
755	2010s speculative fiction novels about Washington (state) and the United States.
756	American LGBT novels set in New England and that are also Speculative fiction novels
757	2019 books that are both about social history and countries.
758	2nd-millennium Sociology British Gothic novels
759	2010 novels and book about computing
760	1959 Grosset & Dunlap american childrens novels
761	1980 books that are non fiction and, about British thriller.
762	1963 Historical fiction books about the military.
763	English-language biographical novels about diseases and disorders
764	War novels about the philippines during the interwar period.
765	1898 English-language books that are also about adventure
766	1980s books that are Jewish novels and based on the Bible
767	1890s historical books and novels published by Harper & Brothers
768	History/Adventure books about France from 1933
769	english language fantasy novels based on comics
770	1998 novels about Australian crime
771	1880's novels that are set in Paris and New York City
772	1920s political books about Asia
773	fictional WWII novels about antisemitisim.
774	1985 American English-language novels that are also Jewish American novels
775	American medical novels set in the 1940's
776	2003 Non-fiction books and novels set in New York City.
777	1936 Alternate history novels and books based in Asia
778	Novels set in Washington D.C that are books about England and Asia.'
779	1990s and 1997 non-fiction French books
780	1960s Irish novels about writers
781	2000s History books about politics, excluding authoritarianism.
782	Dystopian Children's science fiction novels that are not set in the future
783	Crime books about the arts, but not popular culture books
784	Non- Erotic French novels about sexuality.
785	2010's nonfiction books about war that arent about WWII
786	American books that are also about crowd psychology, but not Books about North America.
787	2000s books that are also Books about social history excluding Books about totalitarianism
788	Books based on actual events that are also Books about Donald Trump excluding 2010s books
789	1980s Collaborative books excluding non-fiction
790	Books about intelligence agencies and also social sciences but not the Military
791	Debut novels that are non-biographical but are about writers
792	Non-British novels in 1934 set in Europe.
793	2010's non fiction social psychology books, that aren't about politics
794	1990's totalitarianism books, that aren't about Nazism
795	Non-American Children's fiction medical books
796	Libertarian and Science books but not about capitalism
797	1960s books about the media but not about creativity
798	Contemporary fantasy romance novels, that aren't Urban fantasy
799	2012 English books that are not about Europe.
800	2000s space opera science fiction novels that are not set in fictional locations
801	American novels for young adults set in school but not high school or secondary school
802	animal, but not children's, books about the UK
803	Paranormal novels from the 1990's that aren't about extraterrestrial life
804	2010s Novellas but not American ones
805	Science book about cultural geography but is not about Architecture.
806	Children's, but not Young adult, Novels about diseases and disorders
807	2019 books that are nonfiction and about countries but not political books.
808	British science fiction novels set on fictional planets excluding novels based on Doctor Who.
809	Comedy books that are also Parody books excluding Discworld books
810	1960s African novels but not set in Africa
811	2000s books that are also Books about social history excluding Books about ideologies
812	American non-fiction non-political book about the United States military
813	English-language novels that are 1985 speculative fiction but not American 1985 novels
814	Non-fiction Islamic fundamentalism books that are not about crime
815	Political novels set in Russia but are not Science Fiction
