1424	Non fresh water fish that are endangered
1425	Tyranni birds that aren't from South America
1426	Eocene animals of South America that aren't extinct
1427	Bhutan mammal species that aren't in China
1428	Prehistoric toothed whales that aren't from the Neogene period
1429	Reptiles of Trinidad and Tobago not found in Venezuela
1430	what are some carnivores of south america that are in the amazon
1431	Birds of prey that are from South Africa
1432	Birds that were discovered in North America in 1801
1433	Cenozoic animals of Africa and Eocene bats
1434	birds from brazil described in 1862
1435	Birds described in 1829 from the Yucatan peninsula.
1436	Spiders that exist in Europe and South America
1437	Herbivorous Invertebrates of the United States
1438	Gilding amphibians of Thailand
1439	North American animals from the Neogene period that are grouped by eating behaviors
1440	Endangered fauna of North America and Nicaragua
1441	Birds discovered in Sub-Saharan Africa in 1849
1442	Freshwater fish of Argentina and Peru
1443	Procellariidae dinosaurs of Asia
1444	Mammals of South Africa that also have eating behaviors
1445	Sub-Saharan African birds described in 1893
1446	Prehistoric mammal genera from Europe
1447	Endemic flightless birds of the United States
1448	Birds discovered in the Chihuahuan Desert in 1881
1449	Vulnerable animals native to Turkey
1450	Mammals of South Australia that are Bats
1451	Vesper bats from Borneo
1452	Songbirds described in 1851
1453	Critically endangered reptiles of Oceania
1454	Freshwater animals of Europe that are Fish of China
1455	Animals of Oceania and North America from the Paleozoic period that are extinct
1456	Endangered fauna of Australia that are also in New South Wales
1457	Birds that are found in East Asia and Australia
1458	Birds in Oceania that were described in 1864
1459	Extinct animals of North America including Oligocene mammals
1460	Paleogene animals of Europe that are Prehistoric birds of North America
1461	Marine Invertebrates of Western Asia and Africa
1462	Birds from New South Wales and South America
1463	Birds in 1858 that were in India.
1464	Animals Argentina and Australia have in common
1465	Mammals of Papua New Guinea that are Vertebrates of Western Australia
1466	Birds discovered in the 20th century in Northeastern Mexico
1467	Oceanic mammals that are fauna of the Maluku Islands.
1468	Frogs are amphibians of Honduras and South America
1469	Pelecaniformes that are Miocene animals
1470	Falconiformes of the Caribbean
1471	Galliformes of Ecuador
1472	Birds that were discovered in the 20th century in Western New Guinea
1473	Prehistoric reptiles of North America that are also extinct in South America
1474	European odd-toed ungulates from the Cenozoic period
1475	Birds that were discovered in 1867 and that are native to the Western US
1476	Birds of India that are Fauna of Hispaniola
1477	Birds from Central America that are now only found in North America
1478	what are the birds of Myammar and sri lanka
1479	Cave arthropods found in California.
1480	Fauna of Southeast Asia and Birds of Russia
1481	Arthropods found in both Africa and the Philippines
1482	Neotropical realm fauna and Cenozoic animals of Africa
1483	Cambaridae of Mexico
1484	Birds of Europe in 1861
1485	Jurassic animals of North America that are Mammals of North America
1486	Endemic fauna of Malaysia that are also birds of 1892
1487	Birds of Jamaica that were discovered in 1847
1488	Critically endangered animals and fish of Africa
1489	Invertebrate Pleistocene animals of North America
1490	Birds of Queensland are described in 1851
1491	Mammals of Peru from the Pleistocene period
1492	Endangered animals in the Greater Antilles.
1493	African Early Triassic amphibians
1494	Neogene fish from Asia
1495	The Thar Desert fauna
1496	extinct family of small lizards
1497	South American reptiles from the Eocene period
1498	Saint Lucian birds
1499	Birds only found in Annobón
1500	Fiji's mammals
1501	Fish from the Devonian period in Asia
1502	1989 birds
1503	Bolivian insects
1504	Birds found in the Austral Islands
1505	North American Late Jurassic reptiles
1506	South America prehistoric turtles.
1507	Bioko's endemic fauna
1508	Fish of Asia from the Oligocene period
1509	Flying fish
1510	Turtles of the Pleistocene
1511	New Mexico's endemic fauna
1512	list of Birds described in 1941
1513	insects that critically endangered
1514	Native animals from the Maldives
1515	European prehistoric peinnipeds.
1516	Samar's fauna
1517	Animals only found in Trinidad and Tobago
1518	Birds that were described in 1996
1519	European amphibians from the Paleogene period
1520	Animals from Uruguay
1521	Papuan Peninsula birds
1522	European reptiles from the Permian period
1523	Anthozoa found in the United States.
1524	Birds from 1959.
