415	As of August 3rd, 2024, which Moose Jaw Warrior with a retired number was born on May 29, 1967?
416	As of July 2024, which protagonist of a 'shonen jump' series shares a name with a station on a West Japan Railway Company regional line?
417	What's the fifth song on the fifth album of the pop singer who was parodied in the fifth song on "Weird Al" Yankovic's fifth album?
418	I'm thinking of a painting. It was done by the same man who painted The Anti-Slavery Society Convention in the 1840's. The painting is about an election. Can you tell me the name of it?
419	In what year was the former South Korean prime minister who is from the same clan as the oldest member of the band BTS born?
420	What is the birth year of the American President who once pet the cat who was buried at the Hagia Sofia in 2020?
421	There was a popular movie that came out in 2016 starring Emma Stone and Ryan Gosling, tell me where the director of this movie was born.
422	By what amount was the budget of Peter Jackson's King Kong higher than the budget of John Guillermin's version of King Kong?
423	What was the age difference at their deaths (in years) between Edgar Allan Poe and his rival, Rufus Wilmot Griswold, multiplied by 100?
424	How old was the vice president to the fifth US president when he died?
425	Who was the manager for the MLB World Series winning team the year that another team broke the record for the longest consecutive winning streak in a regular season? Base your answer on the following:  -- The team who broke the record did so in the 2010s
426	What award was won in 2003 by the Swiss architecture firm that designed Roche Tower?
427	How many New Zealanders have won Australian Idol during seasons 1 to 8?
428	Who was the mayor of France's 25th President's hometown when they were first elected President?
429	Of the Jason Statham movies that came out the year Dennis Hopper died, which could he have lived to see the premiere of?
430	Whose memoir was co-written with the author of Pill Head: The Secret Life of a Painkiller Addict and published post-humously 2 years after her death?
431	What day of the year do John of Lancaster (Duke of Bedford), Fritz Koenig (German Sculptor), Edith Windsor (LGBT Activist), and Ulf Merbold (German Physicist and Astronaut) all have in common?
432	In 2024's version of the world, which country was the birthplace of the Emperor who reigned from the year 363 to 364 over the Empire that the Goths played a major part in collapsing?
433	Who was Prime Minister in Australia at the same time that Norman Gunston released "Salute to ABBA"?
434	Which one was longer and by how much? James Cameron's film Titanic (1997) or the actual sinking of the Titanic in 1912?
435	I'm thinking of the  screenplay, co-wrote by the same author as Lonesome Dove, that won an Oscar for Best Adapted Screenplay 20 years after Lonesome Dove won the Pulitzer Prize. What was the name of the screenplay?
436	What was the founding name of the company that ran the coal mining camp in the city where baseball great Willie Mays was born?
437	Which original Saturday Night Live cast member's daughter, tied with Hannah Waddingham for the Best Supporting Actress in a Streaming Series, Comedy award at the 1st Hollywood Critics Association TV Awards in 2021?
438	Who was the youngest climber to podium at the first year climbing was in the olympics?
439	As of January 1st, 2024, how many buildings in New York City were 750ft or taller the last time Halley's Comet came close to Earth?
440	What novel by Ernest Hemingway won a Pulitzer prize for fiction that was subsequently overturned twelve years before the same author won again?
441	Who was the successor of the Egyptian Pharaoh that was in power when the Treasury of Atreus was completed?
442	What is the age difference between the youngest and oldest person, in the 20th Century, to win two Nobel Prizes?
443	What season of The Challenge was airing when Bridgeton premiered?
444	How many of Mark Calaway's consecutive Wrestlemania wins occurred in matches that were longer than the final match result in the same year's competition, not including years where Calaway was part of the final result?
445	What number do you get when you add up the numbers in the postcode of the hospital John Lennon was born in?
446	Which set director born in 1936 won the Academy Award for Best Production Design during the 71st Academy Awards?
